"Sample","Secretor","Diversity","Evenness","X2_FL","X3_FL","LNnT","X3_SL","DFLac","X6_SL","LNT","LNFP_I","LNFP_II","LNFP_III","LSTb","LSTc","DFLNT","LNH","DSLNT","FLNH","DFLNH","FDSLNH","DSLNH","SUM","Sia","Fuc"
"14HM01.M",1,3.09,0.16,10268.9,1410,283.5,112.3,233.8,953.5,1321.4,3157.1,272.7,78.3,24.5,87,25.7,15.3,355.4,84.3,308.6,92.5,230.8,19315.7,2534.9,16500
"14HM02.M",1,5.28,0.28,5725.1,834.2,115.3,1822.5,3058.8,230.4,302.5,36.5,2420.6,126.7,119.3,79.7,1041.1,15.4,606.3,11.7,81.9,194.5,20.7,16843,3894.8,17712.8
"14HM03.M",1,6.17,0.33,4780.1,353.9,522.8,631.5,1099.3,392.4,1316.6,423.4,2713.5,157.1,118.6,141.2,2270.7,33.7,495.4,15,31.9,161,3.4,15661.4,2603.3,15407.7
"14HM04.M",1,4.76,0.25,6634.2,675,485.2,635.7,702,542.8,1038.2,419.1,2250.4,123.7,44.6,98.3,1754.7,37.9,334.4,67,30.3,308.8,72.1,16254.5,2751.9,15452.4
"14HM05.M",1,1.72,0.09,15139.1,949.7,324.8,262.1,407.7,59.9,256.8,1747,397.8,60.8,51.1,38.9,51.2,8.7,175.5,5.7,20.2,72.3,38.8,20067.8,985.2,19330.3
"14HM06.M",0,5.38,0.28,2.4,11,811.5,170.3,14.8,1048.3,2656.1,85.9,3086,233.3,94.9,32.7,273,28.7,445.4,224.5,198.8,626.2,117.5,10161.1,3724.5,5242.4
"14HM07.M",1,3.86,0.2,7899.6,531.8,445.3,781.8,904.2,305.6,909.2,294.9,2479.8,170.4,58.1,94.4,1283.8,41.2,220.1,29.6,68.3,281,11.3,16810.5,2264.7,16199.7
"14HM08.M",0,5.02,0.26,26.9,217.1,429.4,711.7,68.4,497.1,1441.5,110.9,3194.5,189.9,114.8,31.9,468.4,12.6,438.7,28.1,103.7,221.1,15.5,8322.1,2705.9,5269.6
"14HM09.M",1,3.83,0.2,8010.3,587.4,540.5,476.1,871.4,535.8,1614.4,3219.7,665.1,126.2,97.3,13.6,10.2,1.6,575.5,12.5,60.8,72.5,3.6,17494.5,2426,14578.4
"14HM10.M",1,5.91,0.31,4752.8,371.3,425.8,599.5,663,407.8,1292.2,498,2643.7,90.9,56.3,129.5,2009.1,53.9,434.7,30.5,31.2,310.9,14,14815,2712.3,14104.6
"14HM11.M",1,6.89,0.36,4367.5,322.7,644.8,464.6,657.1,1012.2,1984.1,602.3,2735.5,213.3,67.5,76.9,1956.7,47.7,519.5,38.4,19.2,250.3,41.7,16022.3,3244.3,13796.1
"14HM12.M",1,3.94,0.21,7595.4,600,351.8,668.4,679.7,305.5,840.9,1199.5,1530.3,90.5,35.8,68,1724.1,27.5,350.3,8.1,20.8,129.1,1.7,16227.4,2039.8,16002
"14HM13.M",1,3.8,0.2,7294.8,488.8,486.3,596.3,417.7,423.5,684.9,293.1,2231.2,62,18,115.9,1897.1,59.6,171,25.9,18.1,232.7,34.5,15551.2,2029.8,15294.3
"14HM14.M",0,5.28,0.28,1.6,22.2,1305.2,168.9,11.5,1949.6,2800.4,61.3,2672.3,157.7,58.1,60.6,186,43.2,353.7,57.4,35.4,389.7,165.1,10499.8,4054.3,3827.9
"14HM15.M",1,2.09,0.11,14448.8,735.3,504.2,899.1,567.2,193,379.2,665.6,797.7,51.5,23.6,67.2,1416,41.3,188,33.2,20.8,112.1,2.9,21146.6,1789,20852
"14HM16.M",1,5.16,0.27,5959,513.7,585.1,898.2,1125.6,312.8,686.7,382.3,2276.9,193.7,74.3,93.6,2270.5,63.3,307.5,12.4,17.3,175.2,13.6,15961.6,2371.6,16339.9
"14HM17.M",0,4.13,0.22,0.6,23.9,930.7,350.8,33,727.6,1435.2,74,4068.7,230.9,130.3,24.8,356.8,32.6,174.7,9.4,56.7,514.6,61.2,9236.4,2734.4,5815
"14HM18.M",1,2.84,0.15,10473.5,635.1,577.6,550.8,578.5,296.5,595.6,811,1729.2,100.2,19.9,65.1,1351.2,45,205.8,10.1,19.6,171.6,8,18244.2,1702.9,17829.3
"14HM19.M",1,3.78,0.2,8262.6,666.4,329.3,885.3,1205.9,197,562.6,602.1,1359.3,106.7,91.4,79.4,2155.9,15.8,571.8,10.7,18.3,121.5,1.3,17243.3,2642.3,17889.5
"14HM20.M",1,3.58,0.19,9305.1,604.7,762.5,615.8,588.3,448.8,1084.4,1071.7,1617.4,123.9,43.2,60.2,1518.5,55.7,221.3,51.7,66,258.8,13.5,18511.3,2155.1,17378.8
"14HM21.M",1,2.35,0.12,13048.9,927,924.3,574,624.3,240.8,473.3,882,1001.7,86.4,27.8,58.6,976.7,53.2,154.6,44.6,65.6,138.6,4.3,20306.6,1496.2,19462.5
"14HM22.M",1,4.18,0.22,7875.1,460.5,1038.7,504.9,496.7,492.7,1348.9,935.2,2061.6,137.5,46.5,83.3,1572.3,46.5,177.5,25.6,37.2,181.3,17.9,17539.8,1880.7,15889.2
"14HM23.M",1,3.28,0.17,10262.7,689.8,423,868.9,703.8,417.7,679.6,616.6,2003.9,90.6,29.8,131.4,2011.5,41.6,232.6,31.1,18.5,271.3,26,19550.5,2507.6,19433.8
"14HM25.M",1,3.29,0.17,9624.9,416.5,695.3,243.1,385.5,600.3,1261,3613.6,1030.4,96.6,155.3,47.6,57.7,4.7,507.6,18.2,57.9,106.8,91.7,19014.7,2458.4,15909.4
"14HM26.M",1,6.2,0.33,4026.3,405.5,394.6,1032.8,947.8,276.1,873,182.2,3538.3,168.4,77.7,214.2,2745,43.1,502,11.3,15.9,243.7,8.1,15706,3108.3,15993.1
"14HM27.M",0,5.84,0.31,3.7,17.2,881.2,1610.2,158.6,1345.1,3146.8,137,829,100.1,211.2,54.3,108.7,8,1469.7,52.8,13.1,121.5,1.8,10270,6406.7,1822
"14HM28.M",0,3.73,0.2,3.1,59.7,746.3,971.7,61.2,457.8,1413.6,77.1,5031.2,252.7,129,19.3,394.1,30.1,295.5,14.3,45.6,484.3,23,10509.5,3183.3,6924.2
"14HM29.M",0,4.48,0.24,2.2,38.3,541.3,485,32.3,747.3,1057.4,51.5,4004.5,180.9,83.2,29.8,613.3,81.5,224.7,28,59.8,964.5,162,9387.7,4047.8,6680.8
"14HM30.M",0,4.09,0.22,7.1,50.9,611.4,536.4,30,616.7,1017.7,53.6,4169.2,200.4,106.3,33.9,465.6,38.1,172.6,21.7,81.4,786.2,135.8,9134.8,3482.3,6442.9
"14HM31.M",1,6.82,0.36,3628.9,356.5,602.6,854.6,934.8,409.5,1244.9,274.7,3331.7,231.8,105.2,122.9,2603.2,50,514.9,13,24.7,212.1,6,15521.9,2958.1,15174
"14HM32.M",1,6.36,0.34,5149.9,236.3,1373.7,466.4,727.9,648.6,1799.3,1010.4,2269.4,191.6,84.4,60.2,1607.9,46.5,368.1,12,33.1,224.1,4.9,16314.6,2453.9,13831.5
"14HM33.M",1,4.42,0.23,7501.1,511.1,721.7,958.4,880.7,409.2,974.7,543.9,2439.2,102.5,58.5,76.9,1774,41.8,283.8,5.4,17.9,199.5,17.4,17517.7,2504.4,16647.7
"14HM34.M",1,5.09,0.27,6672.5,472.6,816.7,420.8,324.2,839,1507.8,1430.8,2258.6,76.6,42.6,88.6,1828,53.7,269.1,23.6,19.9,178.5,41.7,17365.3,2369.6,15457.4
"14HM35.M",1,4.3,0.23,7833.3,459.3,947.3,585.3,586.3,458.5,1020.1,924.4,2039.3,116.1,45,72.7,1897,71.6,370,45.6,30,228.3,14.2,17744.2,2386.4,16672.9
"14HM36.M",0,4.65,0.25,6.4,154.6,384.5,793.9,1002.8,254.2,853.1,43.3,3782.4,155.4,86.9,39.1,691.7,27,361.4,10.6,21.8,381.8,17,9067.9,2694.7,7966.9
"14HM37.M",1,4.32,0.23,6949.2,502.5,436.1,1219,1098.4,209.9,612.7,99,2787.3,255.3,47.6,100.8,1424.6,30.3,230.9,3.8,32.2,293.9,7.5,16341.1,2641.8,16001.5
"14HM38.M",1,4.37,0.23,7281.2,409.3,552.7,505.2,577.3,513,1170.4,673.1,2653.8,154.9,38.6,114.6,1836.8,35.6,309.4,7.3,40.2,203.6,5.4,17082.3,2208.3,16291.7
"14HM39.M",1,3.68,0.19,8323.7,554.2,910.4,430.9,358.4,348.8,904.1,1572.5,1238.3,55.5,12.7,102.9,1621.4,80.9,177.5,64.9,45.4,155.5,23.4,16981.6,1608.3,16015.1
"14HM40.M",0,5.64,0.3,7.6,14.6,1689.8,980.1,66,1195.7,3273.2,175.7,1736.9,136.9,160.5,2.6,167.5,9.3,640.4,15.8,15.9,202.7,6.7,10497.9,4038.7,2788.9
"14HM41.M",1,7.54,0.4,3006.3,193.4,1702.7,605.8,816.3,466.9,1523.7,412.3,3644.4,231.9,102.2,83.6,1959,79.5,535.7,30.6,65.7,395.3,7.4,15862.8,3135.4,13596.2
"14HM42.M",1,6.69,0.35,4243.4,271.7,1170.8,420.1,402.8,629.1,1720.9,816.3,3102.7,167.4,61.3,105.2,2254.7,77.7,307.6,14.2,54.2,233.2,37,16090.3,2371.3,14272.1
"14HM43.M",1,3.14,0.17,10076.1,440.5,550.3,649.4,413.6,673.5,606.2,1144,1569.2,44.7,31,245.6,1764.7,16.9,98,20.7,29.2,156.4,95.7,18625.8,2299.8,17866.6
"14HM44.M",0,6.13,0.32,0.4,18.8,1378.1,680.9,75.9,1725.9,2269.8,76.5,2007.9,163.3,141,9.6,142.9,0.7,681.5,12.7,25.7,195.2,14.5,9621.2,4339.8,2963.8
"14HM45.M",1,4.92,0.26,6628.7,428.3,430,1124.5,1178.9,336.2,842.7,224.1,2119.5,120.6,39.6,205.4,2644.4,45,448.4,24.7,22,265.4,4.5,17132.8,3142.3,17501.8
"14HM46.M",1,3.79,0.2,7624.6,503.3,318.1,1093.3,569,220.4,530.6,258.3,2251.3,56.1,11.1,173.4,2181.1,43.3,212,13.9,22.6,247,8.9,16338.4,2434,16500
"14HM47.M",1,5.31,0.28,5633.8,353.5,567.1,682.4,643.4,616.1,1048.8,524,2758.2,91.5,47.7,140.5,1972.6,44,261.8,9.1,25.2,267.6,30.9,15718.3,2607.2,14920.1
"14HM48.M",1,2.43,0.13,11049.3,705.2,541.7,237,355.9,405.4,703.8,1836.3,1075.8,71.5,8.7,33.9,102.2,34.2,133,16.1,137.2,185.5,30,17662.6,1381.9,16130.3
"14HM49.M",1,2.73,0.14,10699.9,553.2,700.1,218.4,382.6,574.3,914.3,2383.8,1273.5,89.2,23.5,24.3,83.9,17.3,181.1,10.3,105.2,156.5,18.2,18409.7,1552.1,16309.9
"14HM62.M",0,5.12,0.27,1.6,35.6,705.9,558.8,49.9,854.6,2023.8,87.8,3195.9,243.1,131.1,11.5,264.6,28.4,256.3,66.9,60.9,545.2,35.5,9157.2,3229.7,4926.9
"14HM63.M",0,5.07,0.27,3.2,38,714.5,312,24.1,1323.8,2003.7,114.6,3285.5,225.4,58,57.2,352.8,46.3,133.9,43.8,43.6,570.9,129.4,9480.9,3419.5,5122.6
"14HM64.M",1,2.57,0.14,11907.5,782.7,393.7,739.2,366.8,649.8,704.9,616.8,1065.6,64.1,13.4,173.8,1556,64.1,75.3,65.2,29.8,175.6,84.5,19528.9,2247.1,18582.8
"14HM65.M",1,5.01,0.26,5929.8,400.2,428.9,1077.6,1253.3,300.6,761.9,216.5,3470.2,171.4,69.9,74.8,1444.7,36.4,330.9,10.1,44.7,307.1,13.4,16342.6,2825.8,15990.9
"14HM66.M",1,4.26,0.22,7755.5,391.9,494.8,853.6,970.8,317.9,932.7,745.1,2024.8,127.6,48,97.8,1815.1,48,480.6,9.2,51.5,285.7,4.2,17454.8,2858.4,17014.5
"14HM67.M",1,4.34,0.23,8042.3,418.2,787.8,563,454.9,666.4,1409.4,1312.1,2046.7,78,36.8,174.9,1951.6,43,234.8,23.5,27.1,140.4,8.8,18419.7,2209.2,16928.3
"14HM68.M",0,4.89,0.26,2.8,56.2,400.4,2620.2,138.3,360.8,918.6,81.1,2659.9,126.8,107.9,31.5,377.7,15,538.2,8.2,31.6,255,9.8,8740.1,4726.5,4285.3
"14HM69.M",0,5.22,0.28,0.2,250.5,150.7,698.6,72.8,576.4,729.7,200,3406,175,55.5,130.7,1541.9,91.7,351.5,51.9,45.1,499.7,80.3,9108,3324,7902.8
"14HM70.M",1,3.37,0.18,9390.4,620.9,544.8,485,441.6,569.6,879.2,1657.7,1198.2,59.1,16.3,166.2,1720,45.6,144.7,43.1,26.7,89.2,29.5,18127.8,1764,17435.2
"14HM71.M",0,4.49,0.24,4.7,100.1,643,601.9,40.8,698.9,1870.6,131,3635.7,201.2,108.1,25.9,433.3,13.4,242.2,21.3,21.1,269.3,21.4,9083.9,2500.6,5353.6
"14HM72.M",0,6.3,0.33,135.5,764.3,172.1,1057.7,182,477.7,854.2,358.9,2833.8,129.1,19.8,135.1,1859.2,25.3,238.1,27.2,35.9,233.2,23.8,9563,2680.5,8636.3
"14HM73.M",0,3.92,0.21,3.1,187.9,160.9,877.2,68.9,528.5,1249.5,92.1,4005.1,222.3,132.7,14.2,380.6,17.2,264.6,16.5,59.7,345.8,30.3,8657.1,2833.9,5891.3
"14HM74.M",1,5.15,0.27,6146,330.6,654.7,398.6,348.2,1060.2,1664.2,662.7,2320.9,113.3,21.5,145.5,1745,65,196.5,48.9,27.6,254,78.2,16281.7,2683.3,14118.1
"14HM75.M",0,5.77,0.3,3.2,26.5,1137.3,892.2,57.3,1413.9,2739.7,62.4,1885.5,162.3,114.9,10,126.9,6.6,530.9,16.5,23.5,224.5,41,9475.1,4023.6,2796.2
"14HM76.M",1,1.96,0.1,13826.5,653.7,375.1,376.7,435.7,151.1,497.2,2097.9,674,99.4,88.3,10.5,23.3,5.2,207.9,4.1,44.9,92.3,2.1,19665.9,1231.4,18455.6
"14HM78.M",1,3.11,0.16,8961.4,486.9,519.5,675.8,646,458.4,537.9,391.3,1683.3,73.9,23.2,111.7,1415.2,25,180,30.6,21.7,201.3,19.1,16462.2,2069.8,15994.5
"14HM79.M",0,4.03,0.21,1.4,17.3,1425.4,680.3,32.8,1641.1,4316.3,101.8,564.2,69.1,211.8,26.2,85.2,4.7,705,21.7,3.9,55.6,8.6,9972.2,4097.8,1074.7
"14HM80.M",1,5.47,0.29,5309.6,302.2,973.1,348.4,300.3,632.5,1457.4,736.7,2318.1,96,33.9,96.9,1604.9,78.4,263.6,41.7,38.9,249,18.5,14900,2173.9,12941.7
"14HM81.M",1,5.25,0.28,5480.6,360.4,849.2,495,445.5,499.4,1121.8,532.1,2354.4,120.6,21.3,211.8,1859.2,46.1,161.2,31,33.5,234.3,40.2,14897.8,2099.1,13790
"14HM82.M",0,3.69,0.19,0.8,68.2,725.4,689,41.5,590,1557.9,242,5366.9,307.8,172.5,17,515.1,21.3,256.7,11.3,67,415.8,21,11087.2,2855.5,7660
"14HM83.M",1,3.02,0.16,9956.6,802.3,141.2,1398.3,1537.8,77.2,297.7,139.8,1693.2,92.5,18.2,108.8,1429.1,23.6,178.7,13.5,26.8,231.4,4.6,18171.4,2432,18916.9
"14HM84.M",1,3.06,0.16,9413.2,576.9,326.9,580.8,794.9,523.3,1028.5,1888.6,1156.3,125.7,126.7,8.7,47.3,6.7,293,10.8,95.2,148.8,14.9,17167.2,2152.8,15195.1
"14HM85.M",1,3.84,0.2,8945.6,533.6,590.6,285,376.5,1257.4,1354.5,1693.9,1189.4,60.4,27.4,212.6,1434,29.2,235.2,53.4,66.5,150.4,188.6,18684.2,2930.9,16380.6
"14HM86.M",0,3.95,0.21,2.3,161.3,332.5,1030.3,45.8,358.5,781.7,119,4665.6,287.4,167.9,90.8,863.3,18.2,812.7,37.1,50.2,156.7,11.9,9993.4,3610.1,7348.1
"14HM111.M",1,7.36,0.39,3472.6,109.9,836.4,490.8,214.2,1303.3,2684.5,2756.7,1281.1,69.6,233.7,116.7,2376.5,8.2,345.1,20.8,62.6,103.8,24.3,16510.9,3091.1,13121.3
"14HM112.M",1,4.1,0.22,7174.1,249.7,486.3,538.4,318,532,1209,914.9,1948.5,106.7,32.5,147.6,1969,34.3,94.6,53.6,31.3,156.7,4.8,16002,1762.7,15240.9
"14HM113.M",1,4.21,0.22,7042.9,372.4,563.8,941.6,611.4,294.6,764.6,262.3,2403.7,167.8,48.3,147.1,1742.8,87.7,176.5,47,35.7,314.8,5.7,16030.8,2425.7,15390.8
"14HM114.M",0,4.98,0.26,2.1,19.5,967.5,59.8,7.2,1681.7,1730.3,130.5,3011.2,216.4,82,72.4,340.1,40.2,77.7,21,40,333.6,136,8969.1,2990.4,4508.8
"14HM115.M",1,2.3,0.12,13052.4,510.8,846.2,464,408.6,340.8,348.4,2559.4,1236.5,108.4,58.2,33.9,27.8,14.6,58.9,5.2,109.7,138.1,19.9,20341.7,1330.7,18702.8
"14HM116.M",1,3.89,0.21,8333.1,588.6,474,964.4,237.3,604.2,642.1,2929.1,503.9,42.1,106,424.1,1802,11.4,136.1,22.3,86.9,15.2,160.2,18083.2,2721.7,16687
"14HM117.M",1,3.94,0.21,6959.7,365.6,743.2,594.5,311.6,646.3,635.5,717.4,1218.5,58.6,0.8,235.3,1837.8,58.8,43.4,62.4,25,218.1,105.5,14838,2211,13949
"14HM118.M",0,3.87,0.2,3.1,8.8,2229.1,109.8,5.8,1783.5,4553.4,130.8,815.6,174.8,262.6,37.4,165.5,2.5,332.1,28,6.9,59.2,29.9,10738.7,3035.5,1576.8
"14HM119.M",1,5.89,0.31,5197.7,246.2,842.9,642.1,343.6,576.9,1615,611.1,2667.1,242.5,32.1,179.2,1976.6,52,141,41.8,75.6,415.1,11.2,15909.7,2565.1,14212.9
"14HM120.M",0,3.65,0.19,6.2,39,1148.5,719.1,35.6,287.6,844,21.4,4662,310.3,132.2,52.1,678.6,43,238.4,12.8,40.3,291.7,12.1,9574.8,2275.5,6852.3
"14HM121.M",1,3.24,0.17,9435.3,644.8,207,2339.6,1141.4,118,318.5,351.4,1243.4,68.3,41.7,146.4,1670.7,20.2,183.1,11.7,19.5,103.8,7.2,18071.9,3233.8,17521.8
"14HM122.M",0,4.37,0.23,5.1,269.7,231.1,1881.3,66.8,234.8,725.1,146.5,3554.8,153.2,63.9,67.2,532.6,24.9,375.5,7.8,48.4,342.3,14.7,8745.8,3712.3,5775.1
"14HM123.M",1,3.48,0.18,8229,197,1012.3,222,171.2,595.4,1483.6,2168.2,1354.9,171,76.9,40.2,207.1,28.7,60.8,28,197,248.7,5.5,16497.5,1564.5,13547.4
"14HM124.M",0,4.17,0.22,2.3,19.8,1242.7,142.9,13.3,614.1,1175.9,111.4,3752.6,258.8,132.4,49.7,530.6,29.5,175.2,14.6,50,297.2,25.5,8638.4,1934.8,5644.4
"14HM125.M",1,5.65,0.3,5267.5,463.8,652.4,1655.3,1276.9,191.6,554.1,264.9,2003.4,123.5,45.5,142.8,3326.3,72.6,307.5,14.2,34.9,135.9,0.9,16534,2923.7,17549.4
"14HM126.M",1,3.1,0.16,9099.5,592.8,1270.6,598.5,257.6,244.6,421.9,894.6,1319.3,79.7,17.9,123.8,1461.7,32.4,97.1,34.3,37.1,136.6,7.1,16727.4,1466.6,15669.8
"14HM127.M",1,4.86,0.26,6255.4,281.6,1277.3,703.6,300.5,227.4,1008.8,879.8,2039,118.1,20.9,155.8,2285.6,57.7,167.3,13.4,43.2,174.4,2.6,16012.5,1796.3,15020.2
"14HM128.M",1,3.16,0.17,8789.8,506,738.1,725.9,486.9,248.1,561.3,810.1,1428,95.3,42.8,89.2,1236.1,53.9,154.1,16,33.8,226.1,11,16252.4,1888.4,15384.8
"14HM129.M",0,5.38,0.28,1.4,494.8,382.8,1718.5,77.7,179.7,492.6,92.5,2938.1,263.9,137.2,49.7,776.9,40.5,420.4,12.5,27.3,323.3,14.6,8444.4,3601.6,5890.4
"14HM130.M",1,2.84,0.15,8955.3,373.8,439.2,992.3,389.5,220.1,269.6,119.5,2227.1,112.8,19.6,75,1264,50,125.6,6.9,24.2,172.5,14.7,15851.7,1932.6,15323.2
"14HM131.M",1,4.33,0.23,7813.8,438.3,1211.2,514.1,324.2,702,1338.7,1807,1381.1,95.4,44.2,120.6,1522,39.3,96.6,45.6,71.3,168.2,27.9,17761.4,1966.3,15584.3
"14HM132.M",0,4.73,0.25,2.7,43.5,2229.8,186.6,4.1,2244.5,3425.8,48.3,649.2,123.3,91.1,119.8,451.6,35.6,374.6,15.1,15,120,167,10347.6,3965.3,1943.6
"14HM133.M",0,4.12,0.22,2.7,144.4,688.9,327.7,14.4,504,1171.8,128.7,4089,249.7,131.3,19.5,589.5,75.7,126.9,11.2,65.2,655.2,43.1,9039.1,2633.1,6619.1
"14HM134.M",0,4.55,0.24,1.6,113.2,355.7,947.5,67.4,650.3,736.4,103,3623.8,129.7,66.7,73.7,602.1,20.6,278.5,26.4,60,600.4,74.7,8531.6,3645.3,6057
"14HM135.M",1,5.32,0.28,5212.4,335.4,670.4,429.7,300,595.2,1716.7,498.7,2275.8,148.6,65.5,81.4,1305,82.8,118.2,159.3,57.7,255.3,16,14324.4,1950.9,12211.2
"14HM136.M",0,3.97,0.21,9.6,83.2,1551.1,198.3,10.7,856.7,2602.3,160.5,5260.9,333,151.5,31,517.9,51.1,69.6,59.8,70.4,268.6,20.6,12306.5,1954.9,7373.4
"14HM137.M",1,3.57,0.19,7460.9,405.1,709.6,416.1,237.3,271.6,822.9,1479.8,1235,102.3,57.9,60.1,1294.3,46.6,87.4,69.7,78.3,139.2,3,14977.2,1265,14111.8
"14HM138.M",1,4.9,0.26,6137.9,437.3,972,591,361.5,530.5,868.4,733,1976.7,111,53.1,121.9,2339.2,44.5,99.1,75.9,24.1,210.1,24.4,15711.6,1963.7,15131.5
"14HM139.M",1,3.87,0.2,7516.6,538.2,966.4,466,401.6,342.5,859.5,714.8,1641.6,129.3,39.4,76.1,1534.2,74,46.1,138.3,40.3,262.5,19.9,15807.1,1580.9,14893.4
"14HM50.M",1,2.99,0.16,9191.4,575.7,134.8,940.2,110.4,953.6,334.8,1330.4,871.9,44.7,64.9,6.7,1306.8,21.9,373.2,62.2,47.3,138.6,2.6,16512.2,2994.3,15144.1
"14HM51.M",1,3.64,0.19,6713.5,239.1,74.9,849.9,576.7,580.3,351.8,137.2,2814.5,88.2,25.7,141.8,428.1,11.9,297.6,9,0.3,41.5,843.7,14225.6,3963.3,12053.1
"14HM52.M",1,2.91,0.15,9038.5,298,23.8,161.1,360.1,298,2192.4,2026.4,1029,29.5,110.7,125.2,6.9,5.3,134.9,26.6,64.4,278.3,178.7,16387.8,1878.9,13589.1
"14HM53.M",1,4.13,0.22,6621.9,291.8,32.5,712.8,567.9,62.8,1130.4,645.6,1670.3,36.5,132.6,10.2,2608.2,13.9,496.3,33.2,7,165.4,9.7,15248.9,2261.2,15830.9
"14HM54.M",0,4.87,0.26,0.6,27.8,14.1,357,24.2,406.8,2653.2,188,2618.7,105.8,157.4,67.3,309,9.2,369.5,416.4,18.2,673.5,173.2,8589.9,3420.9,4733.5
"14HM55.M",0,4.01,0.21,3.1,321.9,61.6,359.3,18.4,67.4,2527.5,217.3,3495.8,75.4,174.7,12.3,472.2,24.7,500.8,112.8,9.6,387.9,13.7,8856.3,2418.6,5614.6
"14HM56.M",1,2.5,0.13,11740.2,346.6,41,715.5,309.9,371,1023.5,870.5,1081.5,27.8,63.6,104.6,1487.2,2.9,245,159.8,73.6,214.4,106.5,18985.2,2386.5,18182.3
"14HM57.M",1,4.3,0.23,6436,224.8,113.9,259.9,511.1,162.7,3532.3,809.3,1724.6,42,56,29,1208.8,13.2,503.8,151.6,20.4,202.4,28.5,16030.3,1976.8,13071.5
"14HM58.M",1,3.63,0.19,7619.2,309.1,99,965.5,481.2,141.2,1324.9,328.5,1848.2,31.1,58.5,11.2,1717.6,11.3,307.8,104.7,10.5,301.4,16.4,15687.5,2427.7,14960.9
"14HM59.M",1,2.9,0.15,9922.1,317.9,30.5,1638.4,2043.2,409.8,60.9,335.3,674.5,100.8,63.4,11.8,1407.9,7.3,581,16.4,9.4,99,12.3,17742,3508.1,18387.1
"14HM60.M",1,3.51,0.19,8424.4,294,47.1,383.5,534.9,188.7,1794.1,989.3,1656,35.5,68.2,82.8,1113.5,11.2,287,286.8,71.5,408.3,79.8,16756.3,2273.2,15533.7
"14HM61.M",1,2.09,0.11,12373.6,336.1,57.3,977.8,586.9,614.3,544.1,568.5,1118.2,21.5,21.7,155.2,72.4,22.7,243.1,64.1,17.8,226.6,91.9,18113.8,2892.3,16062.9
"14HM87.M",1,5.18,0.27,6741.6,442.3,805.6,291,261.5,1405.9,1626.8,2384.5,750,50.4,52.9,339,1880.4,79.4,240.2,48.2,31.1,225.7,127.8,17784.3,3276.3,14988.6
"14HM88.M",1,3.21,0.17,9294,481.1,613.2,172.8,150,1100.2,1221.7,3672.5,823.9,57.9,56.5,108.3,41.4,5.6,165.5,9.7,67.3,159.3,62.4,18263.4,2212.3,15015.9
"14HM89.M",1,6.22,0.33,4264,457.7,313.6,1469,1486.3,126.6,460.5,91.9,2823,137.8,28.1,154.9,1935.9,38.8,617.2,16.9,54.3,356.2,3,14835.6,3731.3,15100.4
"14HM90.M",1,3.37,0.18,9146.7,578,432.6,839.9,952.2,186.4,471.6,1110.4,1370.1,51.1,21,143.6,1899.3,25.1,331.4,12.4,29.9,94.6,1,17697.2,2044.7,18126.1
"14HM91.M",1,3.77,0.2,8271,593.4,600.2,692.5,720.7,517.7,661.1,218.1,2495.2,90.9,26.9,112.1,1461,50.2,155.2,36.8,22.6,517.8,80.8,17324.1,2856.8,16631.7
"14HM92.M",1,3.26,0.17,8713.9,822.6,146.8,1356.9,1012.4,99.1,307.1,102.3,1788.8,77.4,13.9,59.2,1820.9,26.8,191,6.8,14.7,193.1,2.6,16756.2,2302.5,17400.8
"14HM93.M",1,3.49,0.18,7867.1,430.4,491.6,596.4,596,428.9,929.2,644.6,1591.8,60.5,38.5,72.5,1209.8,22.4,254.8,13.5,23,189.3,13,15473.1,2050.4,14454.6
"14HM94.M",1,3.4,0.18,8337,702.7,188.1,1275.7,1294,102.2,297,1173.3,588.3,53.9,15.2,76.5,1693,8,392.3,11.5,29.4,54.2,0.8,16293.1,2364.4,16953.6
"14HM95.M",1,5.04,0.27,5768.8,410.2,541.6,580.9,502.8,939.2,975.6,260.1,2082.8,32.1,16.8,165.1,1910.7,35.5,262.3,35.4,22.1,261.4,161.2,14964.6,3072,13721.9
