"Sample","Secretor","Diversity","Evenness","X2_FL","X3_FL","LNnT","X3_SL","DFLac","X6_SL","LNT","LNFP_I","LNFP_II","LNFP_III","LSTb","LSTc","DFLNT","LNH","DSLNT","FLNH","DFLNH","FDSLNH","DSLNH","SUM","Sia","Fuc"
"14HM367.M",1,4.48,0.24,6904.7,476.6,219.3,1441.8,838.3,183.2,970.2,420.9,2101.5,50.7,78,38.3,1386.9,61.7,338.5,40.6,22.9,550.3,82.6,16206.9,3684.1,15041.3
"14HM368.M",1,6.07,0.32,4500.1,439,160.9,1213.9,577.9,75,1425.2,669.5,2058.4,86.1,145.2,18.3,2408,40.2,659.7,8.3,6.2,121.7,16.5,14630.1,3048.2,13867.4
"14HM369.M",1,7.7,0.41,1849.6,399.4,130.2,968.1,1654.7,68.3,957.6,380.9,2778.5,92.3,173.2,10.2,2350,63.8,1092.4,21.1,10.3,245.3,24.2,13270.1,3943.7,13797.1
"14HM370.M",1,6.23,0.33,3956,708.2,126.7,2378.7,917.8,66.6,727.3,481.3,1620.2,85.5,121.3,16.7,3486.6,32.4,569.9,14.4,4.1,172.2,17.5,15503.3,4102.4,15854.7
"14HM372.M",1,3.63,0.19,8667.8,677.2,291.3,1476.7,849.3,94.5,683.8,787.1,1353.6,49.6,85.8,34.7,1838.6,40.5,390.7,16.2,11.5,196,23.1,17568,2911.4,17146.3
"14HM373.M",1,6.66,0.35,4223.9,796.9,389.8,3008.1,998.2,39.2,513.7,611.7,1439.6,65.5,187,54.8,2549.6,39.1,823.9,72.7,13.7,185.3,24.7,16037.4,5356.9,14518.6
"14HM374.M",0,5.87,0.31,94.8,408.6,346.1,824.3,70.3,93.2,1113.2,217.1,3050.8,107.3,116.8,24.7,1118.6,103,507.5,16.4,30.7,629.8,37.8,8911.1,3409.3,6963.9
"14HM375.M",0,5.51,0.29,15.3,48.9,930.6,264.6,10.2,638.9,3329.9,184.7,2069,146.5,131.5,105.3,242.1,100.7,961.6,55.3,14.6,547,195,9991.6,4547.4,3600.4
"14HM376.M",1,4.79,0.25,6712.6,500.4,311.3,1166,958.9,86.6,1185.7,1212.7,1201.4,99,84.1,17.8,1907.9,48.8,656.6,17.9,39.6,169.6,14.6,16391.6,3036.2,15726.3
"14HM377.M",1,4.88,0.26,6295.7,613.2,379.9,836.5,1290,248.8,1233.6,273.7,2045,103.3,71.8,31,825.2,141.3,465.4,54.7,25.4,550.6,76.4,15561.4,3372.8,14217.4
"14HM378.M",1,6.94,0.37,3390.9,839.2,142.4,3128.3,1424.3,223.6,527.4,416.4,815,184.5,79.6,45.7,1776.3,104.1,779.2,57.9,26.2,204.2,35.8,14201,5515.6,12361.6
"14HM379.M",1,4.66,0.25,7044.9,542.5,276.3,1150.3,997.4,232.3,993,1077.4,1405,67,76,54.9,1844.6,50.7,473.3,38.4,53.7,301.4,74.1,16753,3211,16267.9
"14HM381.M",1,6.77,0.36,4396.7,276.8,617.8,465.3,861.4,227.5,1743.1,1292.9,2056.6,95.4,148.6,22.8,1815.6,59.1,778.2,11.6,16.7,206.4,10.7,15103.1,2854.8,13723.6
"14HM382.M",1,6.54,0.34,4238.2,400.4,402.8,911.7,569,170.7,1361.9,727.1,2232.9,94.7,132.7,37.6,2375.6,72.6,650.6,18.1,13.3,226.2,49.3,14685.4,3105,13853.1
"14HM383.M",1,6.56,0.35,4127.4,528.4,178.3,253.4,584.8,517.2,826.4,1121.9,2125,67.4,109.1,285.3,2413.6,92.7,563.3,72.4,35.4,194.9,112.3,14209.5,2906.2,14305.3
"14HM384.M",0,6.57,0.35,73,272.5,598.6,1998.2,93.5,185.9,2135.2,228.3,1658.2,95.3,203.4,19.6,402.1,40.3,1080.6,15.5,14.2,193.3,25.5,9333.4,5006,3555.9
"14HM385.M",0,5.8,0.31,98.5,97.8,913.2,385.2,50,431,2194.4,125.9,2656.3,88.6,199.6,59.7,441.6,103.7,419.4,20.9,18.9,492.5,139.4,8936.5,3177.8,4601.5
"14HM386.M",1,9.73,0.51,1321.1,929.5,209.4,381.1,984.5,254.9,1222,1119.1,2011.1,97.8,141.2,87.4,2025.8,107.5,899.8,57.8,50.4,388.2,88.4,12376.8,3617.4,12045.9
"14HM388.M",0,5.55,0.29,10.7,154.4,479.3,1200.3,65.8,247.6,1523.8,189.5,3083.8,77.8,195.7,10.3,526.3,44.5,688.3,56.6,20.1,389.2,33,8997.1,3875,5186.4
"14HM389.M",1,6.22,0.33,4714.2,626.9,313.1,2517.5,907.3,84.5,876.7,509.8,2045,65.8,153.8,31.9,2235.7,50,492.6,26.9,5.8,181,19.1,15857.2,4172.9,14466.9
"14HM390.M",1,3.53,0.19,8800.8,199.8,450.2,230.8,395.3,334.2,2296.9,3375.6,644.3,66.1,143.7,70.3,47.2,26,513.5,227.8,354.2,125,72.2,18373.6,2200.2,15032.6
"14HM391.M",1,6.05,0.32,22.4,319.3,463.2,898.3,111.4,169.7,1949,226.9,2825.9,81.4,139.4,14.1,470.1,81.7,567.7,187.4,17.2,614,43.4,9202.4,3671.8,5474.5
"14HM392.M",0,5.03,0.27,7.6,53.6,681.9,255.7,35,264.7,1745.3,162.7,3263.6,124,122.7,47.7,506.8,161.6,195.7,183.8,22.1,888.5,114.4,8837.2,3088,5811.4
"14HM393.M",1,6.7,0.35,4334.2,552.4,231.8,2441.1,1820.3,93.9,724.9,383.2,1422.3,124.3,138.2,9.9,2701.9,38.3,1061.1,29,17.2,165.9,5.6,16295.6,5148.3,16090.3
"14HM394.M",0,5.36,0.28,130.4,302.2,550.1,551.6,56.2,167,2010.9,250.2,3244.4,63.4,193.1,7.7,612.8,54.1,687.5,63.6,24.7,387.3,24.8,9382,3118.5,5828.8
"14HM395.M",0,5.3,0.28,31.9,275.1,314.9,1050,70.3,76.9,1197.2,275.8,3342.5,70.7,140.3,11,1344.1,83.9,685.8,12,23.9,280.6,25.2,9312.3,3261.5,7165.4
"14HM396.M",1,6.89,0.36,4020.3,380.1,540.2,750.4,881.5,105.5,1649.2,735.4,2213.8,79.7,172.5,24.9,2234.8,54.7,713,25.8,9.2,163.6,15.1,14769.7,2836.8,13869.6
"14HM397.M",0,4.48,0.24,8.4,253.5,327,582.8,38.9,93.5,1241.9,185.1,3793.3,72.8,228.2,14,1140.4,58.5,577.7,30,22,361.2,30.9,9060.2,2858.4,7107
"14HM398.M",1,3.05,0.16,9522.1,483.9,154.7,1679,654.4,75.8,445,783.4,1111.2,47.2,79.2,49.8,1680.2,22.3,377.8,23.9,34.1,158.2,23,17405.2,3001.8,16867.3
"14HM399.M",0,5.3,0.28,11.4,197,527.9,670.1,52.7,316,1529.6,153.3,3313.8,65.5,154.7,44.8,581.5,99.8,382.6,68.1,13.5,673.5,122.1,8977.8,3542.1,5777.9
"14HM400.M",0,4.6,0.24,12.7,216,521.9,311.7,48.1,154.2,1377.8,160.8,3627.8,68,160,33.9,1035.2,70.9,446.6,26.9,27.3,490.8,75.8,8866.6,2686.3,6824.3
"14HM401.M",1,4.79,0.25,7212.3,542.2,562.6,2023,640.9,301.6,755.6,469.2,2153,47.2,84.9,178.4,1821.5,77.4,438.8,53.3,12.2,325,119.6,17818.7,4354.7,15751.4
"14HM402.M",1,8.55,0.45,2454.5,121.8,1402.4,220.1,308,526.3,3361.6,1284.6,1468.5,247,134.3,294,1700.9,195.5,1008.4,262.8,115.1,184.4,124.6,15414.8,3809.7,10271.5
"14HM403.M",1,7.33,0.39,3498.8,522.5,318.9,1966,2018.2,68.9,788.2,275.3,2222.4,63.6,191.1,12.6,2274.9,43.4,789.9,8.5,8.4,252.7,14.5,15338.9,4352.9,15446.9
"14HM404.M",0,5.97,0.31,23.4,350.8,354.6,1056.5,115.5,112.4,1482.2,268,2955.7,75.5,213.9,10.9,1091,57.4,807.6,11,17.7,216.4,29,9249.4,3499.7,6349.1
"14HM405.M",1,3.56,0.19,9088.7,644.8,237.1,1868.7,719.6,82,583.6,654.1,1449.9,53.5,141.9,35.8,1994.7,34.6,465.3,20.2,17,203,17.5,18312.1,3500.2,17576.9
"14HM406.M",1,5.62,0.3,5431.5,206.2,820.2,466.1,411.7,193.1,2041.6,1081.2,1358.5,128.6,127.2,52.5,1545.8,139.5,444.3,195.4,103.1,280.5,70.9,15097.5,2430,12802.9
"14HM407.M",0,4.98,0.26,28.8,295.4,236.9,687.8,46.7,160.5,892.5,191.7,3383.2,75.6,234,13.9,1527.6,47,429.6,15,18.1,534.4,48.4,8867.1,3120.8,7709
"14HM408.M",1,4.34,0.23,7552.5,600,342,1724,1223.2,74.3,914.4,710.9,1730.7,58.5,108.8,17.3,1635.4,31.6,395.9,11.8,9.6,190,7.9,17338.9,3112.1,16590.8
"14HM409.M",1,5.8,0.31,5321.8,287.8,912.4,462.9,509.8,190.1,2173.8,1497.4,1519.2,69.3,134.1,23.5,1858.7,73.9,557.1,25.5,11.6,117.4,10.6,15756.9,2180.9,13598.5
"14HM410.M",1,6.18,0.33,4839,441.4,424.1,1044,986.8,93.1,1251.3,488.1,2596.3,79.1,133.7,15.9,1841.9,74.3,679.5,33.7,15.3,365.7,6.3,15409.4,3389.6,14531.1
"14HM411.M",1,5.08,0.27,3731.3,1102.6,122.3,5339.9,1556.5,49.4,317.8,344,874.2,73.4,62.8,25.4,2132.3,17.7,325.3,8.7,11.5,117.8,8.6,16221.3,6380.7,13652.5
"14HM412.M",1,1.89,0.1,14411,431.6,346.7,206.5,602.6,336.5,326.4,1935.6,422.7,48.9,50.7,78.9,138.3,44.8,309.3,11.1,96.3,154.5,109.6,20062,1819.2,19089.9
"14HM413.M",1,5.04,0.27,6614.1,437.9,559.5,1291.7,1102.5,278.4,942.8,892.1,1494,65.5,70,64.9,1558.6,82.2,460.7,34.6,116.7,331.9,87.1,16485.4,3464.5,15425.8
"14HM414.M",1,5.59,0.29,4990.2,221.2,455.4,424.8,512.4,662,972.4,847.2,3043,68.7,106.3,114.7,760.5,63.4,406.2,18.2,161.9,517.7,242.5,14588.5,3640.5,12575.8
"14HM415.M",1,4.62,0.24,6597.5,738.3,132.8,3567.6,1522.5,187.4,322.5,412.7,762.4,119.1,81.2,44.6,1945.6,15,543.8,10.3,64.2,82.1,60.7,17210.3,5253.9,15786.9
"14HM416.M",1,3.79,0.2,8533.2,376.2,747,815.2,662.4,198.5,1345.8,1093.4,1170.4,43.7,167.6,72.3,1690.4,70.7,373.3,41.7,32.4,139.5,55.9,17629.6,2390.9,16168.6
"14HM417.M",1,5.85,0.31,5081.2,521.9,393.1,2264.8,1041.7,263.2,665.7,306,1897.3,31.8,135.3,89.5,1511,33.3,524.6,12.1,9.6,251.2,133.2,15166.6,4570.9,13226.2
"14HM418.M",1,5.6,0.3,4980,144.3,553.5,506.5,625,169,1417.6,381.8,3472.1,101.4,288.8,18.5,1169,67.3,1234.1,7,64,282.3,55.7,15537.9,4127.1,13085.1
"14HM419.M",1,6.97,0.37,4226.5,296.7,899.9,763.6,263.1,410.2,2207.5,874.4,1829.6,62.4,112.1,87.9,1935.3,78.1,380.5,73.3,47.5,403.7,141.1,15093.3,3224.4,12258.3
"14HM420.M",1,4.28,0.23,7018.4,175.8,538.6,165.3,225,1419.4,1297.7,2325.2,491.5,67.4,67.4,304.8,351.9,44.2,316.8,59.5,500.5,96.6,539.6,16005.6,3862.8,12389.3
"14HM421.M",1,3.92,0.21,7544.4,204.4,532.5,207.1,186.2,1531.1,1052,2540.6,376.6,68.4,48.6,297,210.7,48.3,295,40.8,528.1,100.4,533.9,16346,3942.3,12725.4
"14HM422.M",1,4.22,0.22,7094.7,205.2,567.2,140.7,239.3,1589.8,1245.8,2523.9,375.4,78,54.6,325.6,61.8,48.3,323.7,54.9,564.5,100.7,612.4,16206.6,4184.2,12164.1
"14HM423.M",1,4.27,0.23,7049.5,178,596.7,151.3,213.9,1596.2,1190.3,2723.2,450.3,65.9,59.8,342.2,99.9,42.8,313.5,36.5,510.6,104.7,627.4,16352.8,4240.9,12256.9
"14HM424.M",1,4.13,0.22,7224.8,199.9,633.1,110,189.1,1641.7,1150.4,2696.8,326.9,72.2,56.8,341.7,182.7,42.8,289.2,32.2,546.6,85.6,559.2,16381.7,4018.1,12475.3
"14HM425.M",1,4.11,0.22,7077.3,199.6,599.4,103.5,181.1,1637,1132.6,2538.7,297.4,72.3,53,308.3,173.3,44.3,285.7,46.3,541.7,82.2,575.9,15949.6,3989.5,12105.9
"14HM426.M",1,3.99,0.21,7250.5,168.6,583.2,151.4,178,1517.9,985.2,2647.2,337.6,55,50.2,340.4,158.3,37.5,290.6,38.8,505.3,87.6,619.7,16003.1,4055.7,12268.6
"14HM427.M",1,3.95,0.21,7501.5,190.3,711.4,137.6,190.6,1608.1,880.9,2691.1,357.5,47.7,48.1,362.6,204.3,45.1,308.4,24.4,383.4,90.6,654.5,16438.1,4263.5,12459.6
"14HM428.M",1,3.97,0.21,8196.6,596.2,555.4,1402.4,1123.7,83.2,727.7,513.3,1795.2,52.5,86.1,47.9,1419.9,86.3,494.2,22.3,9.1,302,21.7,17535.8,3255.4,16583.5
"14HM429.M",1,4.51,0.24,7133.1,345.8,676.3,1014.4,683.1,607.4,672.9,494,1617.2,51.9,86.6,217.8,1240.8,156.8,342.9,92.5,34.1,477.7,336.4,16281.7,4240.2,14128.2
"14HM430.M",1,2.85,0.15,10097.6,239.9,551.7,116.3,465.9,1314.3,1122,1810,323.1,90.8,81.5,144.4,177.7,71.7,376.1,54.9,203.6,106.5,310.3,17658.3,3242.3,14417.2
"14HM431.M",1,3.14,0.17,9473.5,527.1,426.6,1269.4,519.8,205.6,790.7,567.4,1364.4,38,61.4,57.1,1276.9,78.5,251.2,53.3,45.2,356.3,58.6,17421,2925.6,16063.7
"14HM432.M",1,7.63,0.4,3645.2,249.2,1181.1,604.3,387.5,601.6,1466.9,1078.2,1728.8,42.5,180.4,207.9,2842.5,67.3,554,31.6,29.3,152.7,195.9,15247.2,3399.5,13447
"14HM433.M",1,4.32,0.23,7210.9,386.4,613.9,1011.3,296.3,632.8,516.3,896.6,1185,39.6,57.1,167.5,2084.1,116.5,300.5,131.3,79.4,323.5,212.1,16261.1,3540.8,15092.9
"14HM434.M",1,4.86,0.26,6402.5,697.6,517.4,1223.4,1466,84.8,593.4,542.5,1556.7,54.5,90.9,26.6,1776.8,63.5,508.1,28.2,16.4,223.9,10.1,15883.5,2909.9,16024.5
"14HM435.M",1,7.88,0.42,3332.7,255.5,1377.8,415.3,689.4,214.6,1716.6,1208.1,2523.6,62,178.2,65.8,1419.8,90.6,409.1,39.1,50.3,451,84.8,14584.2,2763.7,12191
"14HM436.M",1,6.82,0.36,4019.5,317.5,897.4,1007.8,359.1,185,1323.6,391.5,2392.2,57.5,138.2,46,1580.8,114.5,523.9,35.3,18,604.9,65.9,14078.7,3766.2,11734.3
"14HM437.M",1,3.61,0.19,8652.9,691.4,188.8,2014.9,1904.5,65.2,378,315,969.4,48.3,75.8,6.4,1973.3,33.2,383.2,5.6,13.4,133.1,8,17860.2,3210.7,18598
"14HM438.M",1,6.07,0.32,4930.9,294.7,984.6,648.3,799.1,183.4,1653.9,500.9,2154.8,55.7,104.1,24.4,1147.8,82.8,417.6,22.9,54.2,664.1,65.6,14790,3254.8,12626.5
"14HM439.M",1,3.25,0.17,9504.8,230.8,1191.3,185,668.6,160.5,1683.9,2260.3,970,70.4,122.7,34.4,135.1,51.1,679.8,9.7,44,170.4,16.8,18189.6,2236.6,14911.9
"14HM440.M",1,7.72,0.41,2828.9,147.2,1913.6,369.5,415.4,257.9,2045.7,714.4,2634,70.6,206,62.6,1772.7,95,635.8,25.1,18.6,284.5,45.5,14543,2827.5,11118.2
"14HM441.M",1,6.8,0.36,4010.7,316.2,420.4,508.2,554.9,48.5,1248.9,746.7,2051.9,43.5,135.9,15.7,2004.2,51.4,1117.4,31.6,165.9,328.6,174.6,13975.2,3949.3,12979.2
"14HM442.M",1,4.88,0.26,6802.7,211.4,933.4,448.9,388.2,703.8,1302,1454.6,1171,60.5,74.8,265.8,1565.6,98,447.4,79.9,30.8,212.7,288.8,16540.3,3391.1,13962.1
"14HM443.M",0,5.6,0.3,54.2,222.3,282.8,997.7,0,42.6,664.4,194.9,2800.9,47.5,166.2,10.5,1889.1,82.8,651.7,83.2,19.6,541.3,35.7,8787.4,3674.5,7761.7
"14HM444.M",1,5.19,0.27,3307.5,950.5,57.3,3117.7,4563.2,279.5,178.4,181,513.6,86.8,42,20.5,1670.9,10.6,302.9,27.3,8.7,56.2,20.9,15395.5,4219.7,17608.5
"14HM445.M",1,3.86,0.2,8310.9,369.1,556.9,1049.3,631.8,90.5,1087.3,1474.5,1131,64.2,136.2,29.1,1625.3,25.5,688.9,9.6,20.5,123.9,16.4,17440.7,2963.2,16038.2
"14HM446.M",1,3.1,0.16,10055.7,383.5,761.7,924.9,489.7,126.9,760.6,1059.3,1486,42.2,67.9,80.6,1341,59.9,432.5,16.2,16.7,216.1,48.5,18369.8,2594.5,16953.7
"14HM447.M",0,5.72,0.3,61,309.6,382.8,1532.1,120.5,108,893.1,148,3096,68.1,166.7,13.9,1210.4,55.8,692.4,37.7,20.7,371.5,21.5,9309.8,3991.5,6795.1
"14HM448.M",1,5.35,0.28,6263.7,418.9,535,1042.6,756,1032.9,552.3,1040.2,1003.4,26.3,90.5,383.7,2127,53.2,420.8,36.2,37.9,107.7,394.6,16322.7,4395.8,14738
"14HM449.M",1,5.34,0.28,5882.5,170,1020.6,260.7,241.7,708.6,1242,1991.7,651,94.7,65.6,244.3,1530.1,137.4,477.1,240.9,199.6,110.6,241.5,15510.7,2937.6,13084.3
"14HM450.M",0,5.42,0.29,18.4,113.3,770.8,298.6,36.6,311.8,1439.1,91.2,3022,63.3,154.5,82.5,638.1,79,364,10.9,27,757.7,174.4,8453.3,3439.5,5480.5
"14HM451.M",1,4.74,0.25,6411,617.3,285.3,1979.9,1094.6,60,436.8,804.1,1029.6,60.8,100.9,22.8,2493.6,18.5,497,8.9,38.4,189,11.4,16160.1,3558.5,16373.9
"14HM452.M",1,2.49,0.13,11954,818.3,119.3,2212.9,946.6,136.8,215.2,403.8,621,71.1,60.2,23.7,1408.3,10,329.3,5.1,10.8,79.4,19.7,19445.5,3290.3,18684.1
"14HM453.M",1,2.93,0.15,10393.5,855.3,191.3,1670.8,1627.2,151.5,332.3,1952.8,568.2,132.8,47.7,40.2,39.2,60.5,321.2,20.8,62.5,119,65.5,18652.5,2921.7,17500.3
"14HM454.M",0,3.95,0.21,15.7,62.9,2292.1,384.3,43.9,599.7,4399.5,138.7,882.2,41.6,234.8,72.5,115.1,28.3,613,29.4,12.6,141.8,106.5,10214.4,3013.8,1655.3
"14HM455.M",1,5.02,0.26,6314.8,562.9,498,1524,712.1,264.7,843.9,386.6,1707.7,55.5,124.9,30.8,2117.3,72.4,471.4,31.4,20.8,351.9,54.4,16145.5,3699.9,15111.1
"14HM456.M",1,3.62,0.19,9123.7,441.1,864.4,1156.3,610.3,126,617.3,1107.7,1703.9,40.2,92.2,63,1545.5,56.5,431.3,14.5,22.8,302.9,41,18360.6,2987.9,17091.2
"14HM457.M",1,5.13,0.27,6299.7,261.7,1319.1,512.2,429.5,230.7,1154.2,1776.8,1577,43.9,118.6,127,1462.5,63.6,532.8,27.6,46.8,178.4,89.6,16251.7,2590,14042.8
"14HM458.M",1,6.18,0.33,5004.7,643.8,475.8,1997.3,1153.8,102.8,725.5,523.8,1739.5,86,131.3,16.8,2237.8,43.4,736.2,15.8,8.3,148.8,19.1,15810.7,4056.7,14962.2
"14HM459.M",0,6.08,0.32,9.1,80.4,788.2,453.5,34.3,532.5,1112.5,69.9,2937.3,56.2,166.5,86.7,885.8,54.2,411.1,24.4,26.7,783.5,266.8,8779.5,4162.1,5854.2
"14HM460.M",1,6.23,0.33,4564,617.4,625.6,1357.7,841.1,120.2,977.6,359.8,2832.7,69.9,103.6,17.8,2012.8,71.2,330.9,9.7,8.2,352.8,28.2,15301.2,3022.9,14530.6
"14HM461.M",1,4.16,0.22,7633.9,384.1,400.2,1225.1,1304.3,86.9,758.2,1057,1111.2,58.8,82.8,21.4,2284.7,40.1,487.5,3.1,14.8,116.8,16,17086.9,2656.9,17572.5
"14HM462.M",1,4.16,0.22,7429.5,329.8,973.3,702.3,737.1,123.7,989,963.3,1684.7,34.4,91.6,41.7,1574.6,78,218.1,28.9,36,329.4,40.4,16405.6,2135.1,15495.2
"14HM463.M",0,5.43,0.29,53.2,296.9,371.1,1444.8,129,106.2,463.7,74.3,2950.6,57.7,187.6,8.2,1613.9,56.8,511.2,9.9,12.7,463.7,28.8,8840.3,3754.1,7417.7
"14HM464.M",0,6.61,0.35,39.4,136.5,1489.2,1356.7,151.8,253.4,2340.9,231,1208.2,74.8,286.3,6.7,163.2,17.6,1398.7,4.3,7.8,165.8,32.2,9364.5,5096.4,2505.5
"14HM465.M",1,6.33,0.33,4765.8,277,867.5,693.2,785.7,137.3,1078,2135.3,1133.2,80.6,137.1,34.3,2336.3,43.4,847.8,13.4,22.3,91.6,10.6,15490.2,2901.8,14785.3
"14HM466.M",1,6.95,0.37,1857.2,313.8,1174.2,560,574.8,166.1,1778.2,324.5,3745.3,75,185.8,35.4,1759.2,63.4,487.2,10.5,14.8,371.7,52.2,13549.4,2769.6,11395.6
"14HM467.M",1,5.21,0.27,6256,670,719.3,1780.8,470.6,222.5,1026.9,675.2,1732.8,49.5,76.2,23.2,2429.5,46.8,286.6,18,13.6,251.9,37.1,16786.3,3253.6,15480.8
"14HM468.M",1,6.82,0.36,3543.3,447.3,783.9,1066.3,364.8,141.7,1138,458.4,2686.8,55.9,121.5,41.5,2461.4,74.8,370.2,26.8,10.9,416.9,45.3,14255.7,3035.8,13309.4
"14HM469.M",0,4.91,0.26,10.7,82.1,951.3,461.1,34.8,165.4,823.8,39.9,3224.3,65.5,90,19.9,506,115.3,434.6,10.5,36.1,1055.9,112.1,8239.3,3941.4,5642.8
"14HM470.M",1,8.13,0.43,3481.6,226.4,1532,415.5,1024.2,166.8,1950.8,1254.9,1880.2,65.9,217.5,38.6,1857.8,63.1,942.9,12.8,20.2,197.8,34.4,15383.3,3188.6,12923.9
"14HM471.M",1,4.74,0.25,6675.2,1501.9,152.3,3164.6,3368.3,68.1,219.3,281.3,930.9,32.4,69.8,34.9,1270.7,6.2,331.9,35.1,9.6,147.8,30.8,18331.2,4358.4,18902
"14HM472.M",0,4.48,0.24,51.4,209.1,731.3,549,35.8,86.6,780.7,58.6,3855.6,69.4,220.1,12.6,1328.7,45.7,567.1,48,17.3,439.4,49,9155.4,2979.1,7495.2
"14HM473.M",0,4.43,0.23,45,144.5,814.3,540.4,36.8,106.1,834.9,72.3,3873.6,117.1,204.7,14.4,1037,62.3,545.2,15.9,30.6,494.2,29.5,9018.5,3003.5,6971.2
"14HM474.M",1,7.1,0.37,3820,445.9,739.8,1344.9,1103.5,203.7,663.3,288.5,2912.6,89.1,152.1,16.7,1749.9,83.6,750,17.4,13.1,506.8,18.9,14919.7,4268.8,13813.2
"14HM475.M",1,3.97,0.21,8076.9,855.3,397.9,2305.1,535.3,91.3,534,637.8,1209.9,84.3,62.7,42.6,2154.2,52.6,401.2,17.4,45.9,142.7,40.4,17687.6,3670.5,16495
"14HM476.M",0,5.5,0.29,21.4,296.9,615,1489.7,81.8,168.9,519.3,64.2,3246.7,63,274.9,12.7,1254.2,43.8,762.9,74,13.7,324.6,21.1,9348.7,4163.5,6790.3
"14HM477.M",1,4.24,0.22,7549,326.7,1050.8,621.2,361.2,222.2,800.7,1563.2,1328.3,44.3,126.7,97.1,1477.3,98.4,425.7,60.1,189.5,300.9,104.2,16747.6,2728.9,15228.6
"14HM478.M",1,6.78,0.36,1126.4,329.7,824.2,805.1,971.2,95.9,777.6,92.4,3928,71.1,216.9,17.1,1683.7,106.8,693.9,22,18.5,905.9,40.6,12726.9,4415.8,11822.1
"14HM479.M",1,7.19,0.38,4275.4,364.1,987.7,900.7,387,869.4,902.3,473.8,2115.8,45.7,104.9,246.1,2072.3,96,346.5,46,26.4,476.1,296.2,15032.5,4358.9,12768.2
"14HM480.M",1,7.93,0.42,3140.5,340.2,1215.1,822.4,1001.5,144.6,1010,642.7,2173,86.8,187.5,11.2,2481.8,90.8,855.9,13.3,13.2,200.7,5.8,14436.9,3290.3,13590.3
"14HM481.M",1,3.36,0.18,8485.9,656.5,348.7,1928.2,657.3,199.4,436.8,379.7,1404.8,32.2,72.6,20.2,1179,27.7,229.4,10.2,30.4,323.2,34.3,16456.5,3394.3,15025.7
"14HM482.M",1,3.56,0.19,7949.9,266.4,790.7,403.2,431.1,338.8,686.7,1621.3,658.1,46.9,87.5,121.9,1270.9,91.3,492.5,124.3,180.2,114.5,101.4,15777.6,2368.3,14545.6
"14HM483.M",0,4.88,0.26,27.8,309.4,673.5,706.6,46.2,79.3,767.3,55.3,3375.7,66.3,119.5,12.8,945.1,81.6,253.4,11.6,26.9,881.5,56.6,8496.4,3301.3,6763.9
"14HM484.M",1,5.65,0.3,5386,402.2,871.5,1130.4,577.7,147.1,1553.9,989,2204.2,65.7,109.9,47.6,1550.7,62.3,205.4,38.4,8.9,99,8.3,15458.3,2060.5,13459.1
"14HM485.M",0,5.18,0.27,35,384.8,337.3,964.7,71,112.1,943.3,274.5,3299.4,93.3,158.7,41.8,1560.6,90.2,392.3,25.4,11.1,222.3,10.7,9028.5,2527.8,7620.3
"14HM486.M",0,5.98,0.32,5.3,56.2,895.1,397.2,43.6,567.3,2477.8,189.7,2616.8,181.8,165.5,85.6,420.4,296.5,284.7,285.1,32,402.6,54.8,9458,2699.8,4729.6
"14HM487.M",1,3.31,0.17,9433,416.3,312.4,824.8,2012,150.1,872.1,2864.3,575.9,120.4,120.4,7.9,13.7,9.7,510.2,52.3,155.2,75.1,2.3,18528.2,2278.4,17899.1
"14HM488.M",1,8.34,0.44,1599.5,513.2,496.2,2025.5,1134.7,92.6,1160.5,482.8,2588.4,128.2,228.3,13.9,2545.9,66.8,1067.2,13.8,11.5,98.3,9.5,14276.9,4710.4,12808.3
"14HM489.M",1,6.06,0.32,4831.7,286.3,682.6,847.8,519.7,244.9,1518.9,601.1,2268.9,88.8,109.2,46.5,1561.3,113.3,341.4,148.3,37.1,364.6,58.1,14670.5,2776.5,12826
"14HM490.M",1,5.66,0.3,5416.7,235.2,693.4,612.2,975.5,535.8,927.7,1176.7,1142.9,54.8,69.8,250.7,1846.8,102.9,255.6,111.1,50.7,159.1,180.3,14798.1,2658.7,14042.5
"14HM491.M",1,7.52,0.4,3399.9,229.3,1095.6,570.1,417.5,285,2055.8,979.2,2122.8,79.6,111.8,112.4,1983.6,98,339.2,107.9,19.8,232.1,77.9,14317.5,2377.7,11992.7
